songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Telegram Sam,T. Rex,0.561,0.897,4,-6.076,0,0.111,0.0454,0,0.0845,0.422,122.914
I Got Nerve,Hannah Montana,0.53,0.951,8,-3.555,1,0.0401,0.00216,0,0.0454,0.813,144.878
God Knows I Love You,Nancy Sinatra,0.428,0.949,11,-4.089,1,0.0942,0.00625,0,0.334,0.305,163.954
Bad Girls,Donna Summer,0.639,0.912,1,-2.621,1,0.0615,0.00107,0,0.097,0.343,143.448
Heaven,Warrant,0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.006
The Hucklebuck,Chubby Checker,0.635,0.692,8,-5.246,1,0.0373,0.464,0,0.111,0.944,78.295
This Will Be,Natalie Cole,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739
Heart Of Mine,Boz Scaggs,0.42,0.885,5,-4.021,0,0.0712,0.055,0.000187,0.113,0.757,104.959
All Over The World,"Nat ""King"" Cole",0.666,0.762,2,-6.724,1,0.0384,0.541,0,0.933,0.796,123.798
Another Sleepless Night,Jimmy Clanton,0.624,0.58,2,-8.919,1,0.0283,0.228,0,0.126,0.461,101.35
Morning Has Broken,Cat Stevens,0.443,0.365,7,-11.829,1,0.0315,0.592,0.00484,0.0886,0.398,133.156
Goin' Home,The Osmonds,0.415,0.295,9,-11.539,1,0.0347,0.371,0.00545,0.111,0.305,136.065
The Last One To Know,The Fleetwoods,0.577,0.274,2,-15.626,1,0.0282,0.413,7.12e-06,0.0992,0.417,148.095
Get On Your Boots,U2,0.557,0.746,0,-6.171,1,0.0337,6.08e-05,0.00546,0.188,0.601,149.035
Sexy Chick,David Guetta Featuring Akon,0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003
Believe In Humanity,Carole King,0.635,0.629,9,-10.683,0,0.0259,0.174,0.00163,0.0684,0.877,94.4
Never Let Her Slip Away,Andrew Gold,0.718,0.368,0,-17.535,0,0.0351,0.538,0,0.0614,0.895,114.295
Hop Scotch,Santo & Johnny,0.852,0.61,2,-9.177,1,0.27,0.146,3.35e-06,0.171,0.448,146.589
He's Got No Love,The Searchers,0.331,0.805,9,-5.926,1,0.0341,0.11,0,0.247,0.707,86.283
Working In The Coal Mine,Lee Dorsey,0.766,0.493,3,-8.571,1,0.0689,0.691,0,0.0556,0.921,142.764
Trampled Under Foot,Led Zeppelin,0.561,0.842,2,-7.518,0,0.0566,0.239,0.412,0.0768,0.843,111.209
You Belong With Me,Taylor Swift,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964
Slum Baby,Booker T. & The MG's,0.618,0.605,1,-6.839,1,0.35,0.00196,0,0.46,0.494,146.514
The Snake,Al Wilson,0.544,0.366,6,-11.496,0,0.0386,0.657,0.016,0.113,0.0948,175.864
If,The Paragons,0.575,0.644,6,-5.68,0,0.0309,0.271,0,0.131,0.626,80.07
Friends,Bette Midler,0.422,0.609,11,-6.361,0,0.0335,0.0114,4.76e-06,0.108,0.0911,107.34
Knock Three Times,Tony Orlando,0.774,0.58,1,-10.08,1,0.0512,0.158,0,0.0458,0.923,123.127
Sugar Honey Ice Tea,Goodfellaz,0.431,0.914,0,-4.243,0,0.0616,0.000243,0.0096,0.502,0.534,147.108
Shake It (Like A White Girl),Jesse Jaymes,0.981,0.687,11,-7.415,1,0.0684,2.79e-05,0.00722,0.102,0.719,112.995
Some People,Paul Young,0.632,0.227,9,-9.459,1,0.0378,0.856,0,0.101,0.323,112.81
Come Into My World,Kylie Minogue,0.715,0.874,10,-4.486,0,0.0385,0.0503,0.00127,0.0977,0.784,121.973
Nutbush City Limits,Ike & Tina Turner,0.681,0.874,9,-7.613,0,0.0285,0.0737,0.296,0.137,0.845,76.126
Little Wonders,Rob Thomas,0.163,0.616,9,-9.996,1,0.044,0.0286,0,0.0826,0.33,81.993
La La Means I Love You,Tierra,0.365,0.548,2,-7.727,1,0.0288,0.678,0,0.184,0.623,171.242
T-R-O-U-B-L-E,Elvis Presley,0.297,0.982,7,-4.326,1,0.051,0.0133,0.000699,0.689,0.793,179.311
Tell Me The Truth,Nancy Wilson,0.466,0.914,4,-5.519,0,0.101,0.000103,5.72e-05,0.338,0.499,140.084
Come ,Jodeci,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991
Show Me The Money,Petey Pablo,0.863,0.772,0,-2.278,1,0.114,0.0167,0,0.206,0.83,110.514
Election Day,Arcadia,0.601,0.174,8,-17.695,0,0.0399,0.974,0.736,0.111,0.454,103.814
Damn I Wish I Was Your Lover,Sophie B. Hawkins,0.546,0.781,11,-9.439,0,0.0506,0.22,1.51e-05,0.363,0.539,95.032
Dear Lie,TLC,0.548,0.444,0,-8.734,1,0.0293,0.0376,0,0.179,0.243,173.834
Mexican Radio,Wall Of Voodoo,0.749,0.475,3,-5.58,0,0.0703,0.0507,0,0.29,0.309,74.968
Night Fever,The Bee Gees,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133
A Love So Fine,The Chiffons,0.548,0.621,6,-10.379,0,0.0294,0.102,5.06e-05,0.157,0.895,127.484
My World Fell Down,Sagittarius,0.424,0.304,8,-14.913,0,0.0322,0.63,0.327,0.0859,0.226,121.32
Cross My Heart,Billy Stewart,0.633,0.818,9,-9.207,1,0.111,0.177,0,0.371,0.584,123.976
Tell Me When To Go,E-40 Featuring Keak Da Sneak,0.857,0.751,1,-7.086,1,0.323,0.00642,0.000257,0.104,0.293,106.888
Living In A House Divided,Cher,0.496,0.469,8,-13.424,1,0.0295,0.528,0,0.176,0.626,85.916
Rotation,Herb Alpert,0.836,0.371,1,-7.092,1,0.348,0.124,0.128,0.153,0.275,156.98
I'll Never Love This Way Again,Dionne Warwick,0.35,0.371,11,-10.538,0,0.0319,0.219,0,0.151,0.21,131.603
When You Close Your Eyes,Night Ranger,0.473,0.673,0,-14.122,1,0.0363,0.0132,0,0.134,0.517,138.184
Whatcha Gonna Do,Chilliwack,0.735,0.709,2,-7.632,1,0.0988,0.349,0,0.0944,0.909,127.241
I Feel You,Depeche Mode,0.454,0.935,2,-6.541,1,0.0907,0.024,0.0408,0.493,0.144,122.9
Feel So Good,Mase,0.821,0.703,11,-8.464,0,0.24,0.192,0,0.0816,0.536,105.154
At The Zoo,Simon & Garfunkel,0.532,0.553,4,-11.609,0,0.0485,0.428,1.3e-06,0.283,0.649,84.581
One Woman Man,Dave Hollister,0.627,0.647,11,-6.818,1,0.0294,0.0457,0,0.0655,0.521,91.015
Muddy Mississippi Line,Bobby Goldsboro,0.725,0.585,11,-13.238,1,0.0385,0.259,0.00407,0.153,0.859,136.914
Thinkin' Bout It,Gerald Levert,0.738,0.659,1,-5.193,1,0.0653,0.0979,0,0.252,0.373,116.485
The Cat,Jimmy Smith,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913
On My Own,Peach Union,0.669,0.593,7,-6.628,1,0.0406,0.14,0,0.119,0.281,87.965
Muskrat,The Everly Brothers,0.659,0.257,9,-16.552,1,0.0382,0.89,0.00014,0.252,0.222,102.977
Save The Overtime (For Me),Gladys Knight & The Pips,0.847,0.627,9,-10.933,1,0.0326,0.0177,0.00184,0.105,0.965,109.204
Love Will Lead You Back,Taylor Dayne,0.547,0.513,1,-7.006,1,0.0267,0.201,0,0.0866,0.2,73.214
Miles Away,Fotomaker,0.633,0.329,1,-13.155,1,0.0365,0.741,2.27e-05,0.101,0.546,112.162
"Ma, I Don't Love Her",Clipse Featuring Faith Evans,0.802,0.757,6,-3.152,0,0.271,0.4,0,0.0389,0.922,97.181
Things That Matter,Rascal Flatts,0.584,0.203,1,-15.385,1,0.0265,0.82,0.00727,0.111,0.237,145.925
It's A New Day (Part 1) & (Part 2),James Brown,0.86,0.857,10,-3.507,1,0.154,0.653,1.28e-05,0.144,0.967,115.464
All She Wants to Do Is Dance,Don Henley,0.702,0.558,7,-11.952,1,0.0288,0.0304,0,0.0528,0.903,114.932
Oliver Twist,Rod McKuen,0.725,0.807,11,-4.332,1,0.315,0.352,0,0.462,0.848,140.045
Can't Keep A Good Man Down,Eddie Money,0.614,0.927,0,-13.092,1,0.0803,0.0746,0.000151,0.926,0.492,148.71
Many Tears Ago,Connie Francis,0.684,0.491,3,-3.466,1,0.0294,0.792,0,0.261,0.86,127.125
Bad Bad Boys,Midi Maxi ,0.854,0.705,1,-8.314,1,0.298,0.0262,0,0.0336,0.701,99.989
I'd Rather Be Sorry,Ray Price,0.384,0.173,2,-14.002,1,0.0285,0.841,9.19e-05,0.149,0.344,76.307
Still A G Thang,Snoop Dogg,0.853,0.621,11,-6.196,0,0.334,0.193,0,0.0848,0.531,97.935
Hide Away,Freddy King,0.885,0.8,11,-4.714,0,0.0846,0.23,1.99e-06,0.0734,0.464,95.018
Braid My Hair,Mario,0.687,0.619,5,-6.733,0,0.0533,0.0829,0,0.188,0.449,134.037
That Song In My Head,Julianne Hough,0.496,0.84,0,-2.528,1,0.0803,0.0705,0,0.0745,0.746,185.978
Happenin' All Over Again,Lonnie Gordon,0.575,0.976,5,-5.971,0,0.0931,2.98e-05,0.00278,0.0296,0.743,123.715
Still On Your Side,BBMak,0.517,0.808,10,-4.519,1,0.0262,0.0769,0,0.298,0.52,85.052
My Baby Loves Me,Martha & The Vandellas,0.719,0.757,11,-5.32,1,0.0332,0.553,0,0.113,0.817,124.716
Natural Born Lover,Fats Domino,0.725,0.703,10,-5.536,0,0.0739,0.36,0,0.0602,0.96,99.103
Ticket To Ride,The Beatles,0.519,0.85,9,-6.777,1,0.0678,0.0457,0,0.233,0.749,123.419
What A Surprise,Johnny Maestro,0.259,0.342,11,-9.21,1,0.027,0.73,3.42e-06,0.103,0.133,80.91
Tell Him,Exciters,0.655,0.647,1,-9.465,1,0.0903,0.19,0.00877,0.0412,0.931,80.077
"Mary, Mary",Run-D.M.C.,0.554,0.0826,10,-25.88,1,0.0885,0.993,0.971,0.128,0.486,130.128
I Can't Stop Loving You,Kem,0.704,0.296,3,-9.76,0,0.0445,0.723,3.07e-06,0.124,0.123,141.203
Funky Music Sho Nuff Turns Me On,Edwin Starr,0.556,0.872,5,-9.028,1,0.0436,0.232,0,0.364,0.964,87.621
"Yeh, Yeh",Georgie Fame,0.633,0.535,3,-9.383,1,0.0742,0.285,0,0.0976,0.638,89.103
Austin,Blake Shelton,0.605,0.609,7,-7.063,1,0.0278,0.188,0,0.0982,0.275,119.914
The Sun Ain't Gonna Shine (Anymore),The Walker Bros.,0.381,0.683,2,-6.795,1,0.0354,0.224,1.52e-05,0.244,0.434,111.036
Muscles,Diana Ross,0.65,0.464,4,-11.054,0,0.158,0.0185,0.00767,0.319,0.696,129.892
Man! I Feel Like A Woman!,Shania Twain,0.657,0.639,10,-7.527,1,0.0412,0.581,0,0.278,0.674,124.882
Navy Blue,Diane Renay,0.629,0.426,0,-6.726,1,0.0287,0.425,0,0.14,0.411,114.921
A Man And A Half,Wilson Pickett,0.621,0.606,10,-10.906,1,0.0333,0.0352,1.05e-05,0.13,0.805,114.683
A Day In The Life Of A Fool,Jack Jones,0.239,0.318,10,-9.685,0,0.028,0.649,0.000351,0.135,0.231,170.528
What Would I Do,Mickey & Sylvia,0.539,0.461,11,-7.674,1,0.0279,0.457,0.903,0.072,0.436,128.635
Dancing In Paradise,El Coco,0.651,0.872,6,-5.223,0,0.169,0.587,0,0.0418,0.954,122.852
Worried Mind,Ray Anthony,0.433,0.607,9,-7.99,1,0.0298,0.497,0.081,0.13,0.415,91.783
Baby Don t Cry (Keep Ya Head Up II),2Pac + Outlawz,0.88,0.757,8,-3.825,1,0.24,0.189,0,0.0932,0.863,94.009
Someone Belonging To Someone,Bee Gees,0.702,0.205,10,-20.297,0,0.0388,0.73,2.68e-06,0.235,0.353,125.792
The Lady In Red,Chris De Burgh,0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698
Silly Boy (She Doesn't Love You),The Lettermen,0.231,0.281,9,-14.295,1,0.0307,0.888,0.000925,0.0717,0.346,100.963
Pretty Lady,Lighthouse,0.794,0.622,1,-7.454,1,0.0889,0.0939,0,0.0422,0.694,138.018
How Many Times Can We Say Goodbye,"Dionne Warwick,Luther Vandross",0.364,0.461,8,-7.864,1,0.0328,0.569,0.00198,0.115,0.117,113.493
Number One Spot,Ludacris,0.542,0.946,6,-4.279,1,0.378,0.0346,0,0.323,0.509,146.7
The Bilbao Song,Andy Williams,0.749,0.426,7,-12.782,1,0.0553,0.629,0.000645,0.216,0.745,120.841
Don't You Want Me,Jody Watley,0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656
Volare,Al Martino,0.612,0.144,6,-12.204,0,0.0352,0.88,0,0.203,0.343,128.629
Lies,Thompson Twins,0.687,0.475,10,-5.724,0,0.258,0.628,0,0.113,0.55,79.937
Can't Stop Dancin',Captain & Tennille,0.645,0.669,0,-7.946,0,0.0638,0.00545,0.00138,0.0997,0.568,100.052
Danger! She's A Stranger,The Five Stairsteps,0.479,0.543,10,-8.504,0,0.0288,0.606,9.14e-06,0.145,0.81,93.384
Happy,The Rolling Stones,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019
Serenata,Sarah Vaughan,0.483,0.0778,2,-19.453,1,0.042,0.868,0.667,0.086,0.495,121.975
Mornin',Al Jarreau,0.81,0.353,6,-9.536,1,0.0437,0.0473,0.000104,0.082,0.731,124.991
Beach Boys Medley,The Beach Boys,0.263,0.592,2,-6.439,1,0.0443,0.535,0,0.117,0.389,154.105
Cry Cry Cry,Shirley (& Company),0.874,0.49,5,-9.033,1,0.0625,0.725,7.56e-05,0.106,0.9,103.649
Bomdigi,Erick Sermon,0.706,0.496,11,-8.198,1,0.0457,0.0471,0.91,0.147,0.906,89.02
Leave Me Alone (Ruby Red Dress),Helen Reddy,0.655,0.626,7,-11.386,1,0.0467,0.134,2.3e-05,0.0586,0.874,134.071
Distant Lover,Marvin Gaye,0.474,0.35,4,-12.973,1,0.0266,0.383,0.000305,0.057,0.527,141.906
Here It Comes Again,The Fortunes,0.552,0.774,2,-5.02,1,0.041,0.000233,0.0726,0.305,0.398,106.062
Dancing Queen,Abba,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804
Finder's Keepers,Chairmen Of The Board,0.798,0.492,1,-9.904,1,0.253,0.0707,0,0.124,0.32,91.991
I'm On My Way,Captain & Tennille,0.824,0.634,8,-10.296,1,0.0342,0.369,0,0.0665,0.743,118.922
Sunshine Of Your Love,Cream Vs The Hoxtons,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099
Big Chips,R. Kelly & Jay-Z,0.708,0.892,3,-6.735,0,0.0357,0.000111,0.795,0.11,0.408,96.013
"Let Me Tell You, Babe","Nat ""King"" Cole",0.604,0.883,11,-3.821,0,0.047,0.0254,0,0.0813,0.544,90.001
Too Late,Tavares,0.638,0.863,4,-5.221,0,0.132,0.052,5.46e-05,0.685,0.226,120.077
Will You Still Love Me?,Chicago,0.587,0.624,0,-4.657,1,0.025,0.161,0.000191,0.118,0.251,93.428
Angel,Aerosmith,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531
Long Time Gone,Dixie Chicks,0.549,0.693,2,-5.572,1,0.0311,0.18,1.75e-06,0.153,0.819,170.241
Balla Baby,Chingy,0.928,0.643,11,-5.48,0,0.0759,0.0527,0,0.0988,0.895,93.006
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Bonnie Pointer,0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935
Wings Of The Morning,Capleton,0.819,0.771,4,-4.427,0,0.195,0.113,2.3e-05,0.118,0.731,88.016
Now You Know,Little Willie John,0.659,0.423,9,-8.226,0,0.122,0.232,0,0.282,0.421,117.932
He Ain't No Angel,The Ad Libs,0.58,0.711,4,-5.628,0,0.0669,0.072,0,0.137,0.351,137.482
Winning,Santana,0.901,0.486,10,-7.99,0,0.315,0.125,0,0.0947,0.562,84.483
Innocent,The Whispers,0.552,0.608,1,-5.29,0,0.0259,0.186,0,0.125,0.17,134.05
Sweet Blindness,The 5th Dimension,0.534,0.679,0,-5.027,1,0.0536,0.546,2.19e-06,0.129,0.903,91.921
Your Loving Arms,Billie Ray Martin,0.681,0.352,5,-21.875,0,0.0472,0.08,0.887,0.102,0.449,110.054
Nasty,Janet Jackson,0.772,0.506,6,-6.558,0,0.139,0.0814,1.1e-05,0.182,0.456,127.894
Superstition,Stevie Wonder,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625
She's In Love With You,Suzi Quatro,0.657,0.857,11,-7.02,1,0.0456,0.0716,1.52e-05,0.0774,0.624,125.858
Hippy Hippy Shake,The Swinging Blue Jeans,0.28,0.807,9,-8.196,1,0.0473,0.000179,7.36e-05,0.182,0.912,144.333
Must Be Nice,Lyfe Jennings,0.447,0.401,3,-11.232,0,0.378,0.657,0,0.127,0.644,82.235
Then The Morning Comes,Smash Mouth,0.729,0.881,5,-5.024,0,0.0283,0.0231,0,0.0872,0.963,118.58
Try A Little Tenderness,Aretha Franklin,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938
How Far We've Come,matchbox twenty,0.566,0.906,0,-5.092,1,0.0642,0.00452,0,0.21,0.787,83.0
Love Is All We Need,Vic Dana,0.64,0.78,6,-6.177,1,0.0537,0.0162,0,0.132,0.755,91.887
Only One Road,Celine Dion,0.551,0.496,5,-8.049,1,0.0293,0.157,1.43e-06,0.0934,0.2,105.837
Gimme Your Money Please,Bachman-Turner Overdrive,0.51,0.729,9,-11.375,1,0.0525,0.000235,1.24e-05,0.0995,0.741,135.879
I Love You Madly,Fantastic Four,0.643,0.564,0,-8.366,0,0.0794,0.771,1.66e-06,0.1,0.805,93.045
Alone Again (Naturally),Gilbert O'Sullivan,0.558,0.464,8,-8.488,0,0.0354,0.583,0.000133,0.159,0.558,171.762
Somewhere,P.J. Proby,0.453,0.655,9,-4.22,1,0.0259,0.0794,7.61e-06,0.0849,0.368,172.012
I'd Do Anything For Love (But I Won't Do That),Meat Loaf,0.419,0.672,2,-6.353,1,0.092,0.623,0,0.412,0.304,105.212
Tequila,Bill Black's Combo,0.489,0.581,11,-5.731,1,0.0281,0.0312,0,0.132,0.494,86.016
Goodbye To My Homies,"Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick",0.717,0.662,8,-6.688,0,0.179,0.172,0,0.101,0.328,141.871
Chain Reaction,Diana Ross,0.806,0.6,11,-9.642,1,0.0329,0.091,0.000436,0.0836,0.756,127.814
I'm Into Something Good,Herman's Hermits,0.592,0.458,0,-8.2,1,0.0296,0.716,0,0.237,0.723,133.551
Sometimes Always,The Jesus and Mary Chain,0.447,0.725,6,-9.902,1,0.0292,0.00106,0.0157,0.105,0.597,116.286
Smokin' Room,Carl Carlton,0.507,0.501,4,-10.105,1,0.0611,0.763,1.36e-05,0.0459,0.68,98.204
Jus Lyke Compton,DJ Quik,0.805,0.566,7,-12.604,1,0.177,0.055,0,0.582,0.658,94.65
Summertime,Kenny Chesney,0.569,0.86,9,-4.116,1,0.043,0.135,0,0.153,0.289,90.937
Tell All The People,The Doors,0.347,0.328,4,-14.898,1,0.0321,0.611,0,0.289,0.679,173.411
You Must Believe Me,The Impressions,0.761,0.538,4,-9.269,1,0.0455,0.829,0,0.235,0.96,114.007
If,Bread,0.575,0.644,6,-5.68,0,0.0309,0.271,0,0.131,0.626,80.07
Private Eyes,Daryl Hall And John Oates,0.85,0.938,9,-6.889,0,0.0415,0.409,0.000346,0.0582,0.84,120.826
Nobody Wants You When You're Down And Out,Bobby Womack,0.535,0.592,9,-10.178,1,0.154,0.0262,1.06e-06,0.0917,0.666,178.698
Rub You The Right Way,Johnny Gill,0.66,0.873,10,-6.952,1,0.0461,0.0152,0.00324,0.331,0.864,111.872
Breathless,The Corrs,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988
Deja Vu,Beyonce Featuring Jay-Z,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917
Part-Time Lover,Stevie Wonder,0.662,0.624,10,-13.606,0,0.0417,0.165,0,0.0674,0.961,174.513
Without You,Motley Crue,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005
Since I Fell For You,Lenny Welch,0.416,0.201,8,-11.461,1,0.0379,0.975,0.803,0.107,0.372,165.869
The Continental Walk,The Rollers,0.655,0.674,1,-4.663,1,0.0339,0.307,0,0.113,0.588,111.905
Looking Through Patient Eyes,P.M. Dawn,0.786,0.372,8,-17.765,1,0.0536,0.19,5.9e-06,0.129,0.685,102.237
Freedom Overspill,Steve Winwood,0.652,0.563,2,-15.464,0,0.0295,0.0379,0.03,0.0437,0.897,94.875
Shadow Of The Day,Linkin Park,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007
I'm A Survivor,Reba,0.571,0.617,2,-5.032,1,0.0348,0.328,0,0.115,0.574,88.154
Mr. Lucky,Henry Mancini,0.352,0.378,2,-12.043,0,0.0313,0.775,0.797,0.131,0.19,121.897
The Pleasure Principle,Janet Jackson,0.661,0.711,0,-11.037,1,0.0514,0.428,0.0221,0.132,0.889,116.836
Wasted,Carrie Underwood,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0
Everlasting Love,Gloria Estefan,0.546,0.828,4,-4.771,1,0.0394,0.719,0.03,0.372,0.401,121.418
Love Bones,Johnnie Taylor,0.506,0.58,4,-8.936,0,0.349,0.129,0,0.158,0.345,100.775
Don't Change Your Love,The Five Stairsteps,0.59,0.861,9,-7.006,1,0.24,0.189,1.86e-05,0.0845,0.739,92.811
Nobody I Know,Peter & Gordon,0.589,0.787,4,-8.692,0,0.0297,0.648,0,0.202,0.795,131.584
Where My Girls At?,702,0.705,0.725,4,-7.435,1,0.0506,0.0352,0.0149,0.194,0.76,92.186
We're Rolling On (Part I),The Impressions,0.538,0.652,2,-11.759,1,0.121,0.232,0,0.117,0.662,107.718
Gotta See Jane,R Dean Taylor,0.461,0.658,2,-5.039,1,0.0274,0.0284,0.000204,0.391,0.625,89.673
A Rockin' Good Way (To Mess Around And Fall In Love),"Dinah Washington,Brook Benton",0.788,0.52,3,-10.837,1,0.0528,0.845,2.94e-05,0.178,0.96,130.224
There Goes (My Heart Again),Fats Domino,0.659,0.591,1,-9.429,1,0.0317,0.0482,1.22e-06,0.182,0.909,149.086
I Got Some Help I Don't Need,B.B. King,0.646,0.473,4,-8.403,1,0.251,0.732,0.00691,0.0926,0.688,117.205
Sleepy Joe,Herman's Hermits,0.871,0.541,9,-6.793,1,0.296,0.347,0,0.0755,0.277,130.067
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton,0.611,0.468,10,-16.23,1,0.06,0.619,0,0.112,0.829,102.582
Possession Obsession,Daryl Hall  John Oates,0.749,0.623,7,-6.427,0,0.0271,0.127,3.13e-06,0.104,0.897,114.814
Don't Bring Me Down,The Animals,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692
Ready For The 80's,Village People,0.741,0.82,0,-7.601,1,0.0894,0.0301,0.000169,0.101,0.803,129.764
What Cha Gonna Do With My Lovin',Stephanie Mills,0.641,0.603,10,-9.234,0,0.0417,0.209,0.00917,0.0609,0.78,102.434
Never Say Die (Give A Little Bit More),Cliff Richard,0.756,0.643,8,-6.361,0,0.0382,0.0242,0.000495,0.128,0.841,101.728
Black Superman (Muhammad Ali),Johnny Wakelin And The Kinshasa Band,0.777,0.39,5,-15.895,1,0.0321,0.121,4.48e-05,0.0655,0.861,104.981
Test Of Time,The Romantics,0.167,0.76,2,-3.551,1,0.0424,1.2e-05,0.497,0.142,0.616,133.112
Reminisce,Mary J. Blige,0.688,0.302,9,-16.802,1,0.352,0.91,0.871,0.103,0.835,139.525
I'm Gonna Make You Mine,Lou Christie,0.703,0.722,4,-6.475,1,0.035,0.565,1.94e-05,0.28,0.973,125.396
Baby-Get It On,Ike & Tina Turner,0.489,0.875,8,-3.055,1,0.0352,0.000769,1.35e-05,0.102,0.721,138.01
Go Ahead And Cry,The Righteous Brothers,0.393,0.39,5,-10.984,1,0.0323,0.758,0,0.185,0.438,110.55
I Wasn t The One (Who Said Goodbye),Agnetha Faltskog/Peter Cetera,0.608,0.423,0,-14.663,0,0.0299,0.123,0,0.0584,0.234,117.963
Tunnel Of Love,Bruce Springsteen,0.683,0.636,7,-12.096,0,0.0978,0.302,0.498,0.0972,0.615,160.012
Gangsta Luv,Snoop Dogg Featuring The-Dream,0.59,0.735,2,-4.924,1,0.297,0.0277,0,0.0818,0.398,102.076
Johnny Angel,Shelley Fabares,0.369,0.385,0,-9.132,1,0.0282,0.872,0,0.279,0.735,108.025
Keep The Fire Burnin',REO Speedwagon,0.892,0.433,0,-13.806,0,0.0699,0.0277,0.000892,0.0308,0.924,128.029
Should I See,Frozen Ghost,0.592,0.956,9,-3.464,1,0.0326,0.0617,0.000244,0.711,0.87,115.941
Rollercoaster,B*Witched,0.421,0.79,10,-6.227,1,0.0538,0.00205,0.000309,0.148,0.279,162.024
Immigration Man,"Graham Nash,David Crosby",0.593,0.876,2,-4.46,1,0.345,0.408,4.47e-06,0.351,0.365,114.073
How Do You Sleep At Night,Wade Hayes,0.709,0.685,6,-6.639,0,0.0251,0.00628,0.000453,0.141,0.465,123.997
Soulful Strut,Young-Holt Unlimited,0.671,0.658,10,-9.203,1,0.0336,0.601,0.234,0.055,0.961,89.698
Heartaches By The Number,Johnny Tillotson,0.584,0.589,5,-11.203,1,0.0718,0.463,1.53e-05,0.069,0.842,172.484
Emma,Hot Chocolate,0.698,0.642,7,-8.905,0,0.0288,0.463,0.176,0.101,0.703,125.994
O-H-I-O,Ohio Players,0.825,0.708,7,-10.532,0,0.0677,0.0835,0.418,0.0765,0.967,124.668
Push It,Rick Ross,0.913,0.596,11,-12.477,0,0.0707,0.00658,0.00349,0.078,0.973,127.215
Lookin' For A Love,The Valentinos,0.616,0.378,7,-9.709,1,0.0274,0.714,0,0.0814,0.305,84.158
Let The Music Take Your Mind,Kool & The Gang,0.647,0.819,8,-7.624,0,0.046,0.234,0.519,0.057,0.858,105.816
Why Me,Styx,0.426,0.132,7,-16.651,1,0.026,0.64,0,0.262,0.307,81.642
Wake Up Little Susie,Simon & Garfunkel,0.709,0.62,2,-9.382,1,0.034,0.318,0,0.0426,0.936,93.723
Crazy Bitch,Buckcherry,0.661,0.978,1,-3.064,0,0.107,0.0247,0,0.0856,0.592,98.019
Careless Whisper,Wham!,0.574,0.628,2,-8.815,0,0.036,0.13,0,0.271,0.803,153.119
Voyeur,Kim Carnes,0.561,0.262,8,-10.503,0,0.152,0.791,0.00124,0.174,0.145,99.917
Far From Yours,O.C. Featuring Yvette Michele,0.59,0.64,11,-8.021,0,0.314,0.00343,1.45e-05,0.174,0.422,172.195
I'll Be Over You,Toto,0.515,0.277,10,-17.85,1,0.0255,0.062,0,0.258,0.413,82.167
Lies,En Vogue,0.687,0.475,10,-5.724,0,0.258,0.628,0,0.113,0.55,79.937
I've Gotta Get A Message To You,Bee Gees,0.442,0.596,2,-6.327,0,0.0281,0.037,4.46e-06,0.172,0.497,83.414
I Believe You,Dorothy Moore,0.46,0.498,5,-6.312,1,0.0282,0.219,0.00329,0.099,0.154,76.902
Love Gonna Pack Up (And Walk Out),The Persuaders,0.647,0.443,9,-11.263,0,0.0486,0.525,0,0.039,0.77,133.296
